ACCT_NBR,ACCT_NM,ACCT_STATUS_FLG,ACCT_TYP_CD,SHT_ACCT_NM,"CREATION_DT""",ACCT_TWN_NM,CALC_INT_CD,IGN_UNC_CD,ACCT_CNTRY_NM,BLCKG_CD,CUST_GRP,ACCT_HOLDR_RES_CD,LST_UPDATE,ACCT_CLIENT_STATUS,ACCT_CL_UNC_FND,PL_ACCT _NBR,END_DT,UKGILTS_TYP_CD,STAR_TYP_CD,STAR_ELIGBL_TYP_CD,AUTH_ACCT_ST ATUS_FLG,GLOB_PROXY_FLG,CASH_TAKER,CATEGORY,INTERNAL_FLAG,INTERNAL_TYP E,LEND_BORROW,DAYTIME_FILTER,CREDIT_RATING,SYNDICATE,CPNY_FLAG,EUREX _FLAG,ACCT_PUBL_FLG,ACCT_EXMPT_FLG
S0380,FINANCIERE DE GESTION PRIVEE,1,N,FIGEPRI,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,1/16/1995,,,,,,,,,,,,,,L,N,,
S0381,NORWICH FINANCE FRANCE,0,N,NORWICH,10/31/1994,PAR IS,1,,FRANCE,,,,6/25/2001,,,,,,,,,""" ",,E,,EXTER,,,,S,L,N,,Y
S0382,KEMPF SA,0,N,KEMPFNCY,10/31/1994,NANCY,1,,F RANCE,,,,6/25/2001,,,,,,,,,,,E,,E XTER,,,,S,L,N,,Y
S0383,UBS BANQUE SA,0,N,UBSBQSA,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0385,STATE STREET BANQUE S.A.,0,N,STATESTR,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,""" ",,,E,,EXTER,,,,S,L,N,,Y
S0386,MORGAN STANLEY S.A.,0,N,MSTANPAR,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0389,DUBUS S.A. - TITRES CLIENTS,0,N,DUBUSTIC,10/31/1994,LILLE,1,,FRANCE,,,,6/25/2001,,,,,,,""" ",,,,E,,EXTER,,,,S,L,N,,Y
S0391,DAIWA EUROPE FINANCE (FRANCE) S.A.,1,N,DAIWAFR,10/31/1994 12:00 :00 AM,PARIS,1,N,FRANCE,,,,,,,,4/25/1995,,,,,,,,,,,,,,L,N,,
S0393,SBC WARBURG (FRANCE) SA,1,N,SBCWARBG,10/31/1994,P ARIS,,,FRANCE,,,,1/25/1996,,,,01/16/1997 12:0 0:00 AM,,,,,,,,,,,,,,L,N,,
S0394,GOLDMAN SACHS PARIS,0,N,GOLDMANS,10/31/1994,PARIS,,,FRANCE,,,,6/25/2001,,,,,,,,,,""" ",E,,EXTER,,,,S,L,N,,Y
S0395,MERRILL LYNCH FINANCE SA,0,N,MLFIN,10/31/1994,PAR IS,1,,FRANCE,,,,6/25/2001,,,,,,,,,""" ",,E,,EXTER,,,,S,L,N,,Y
S0396,BANQUE DU GOTHARD (MONACO),0,N,GOTHARD,10/31/1994,MONACO,,,MONACO,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0408,MICHAUX S.A.,1,N,MICHLY,10/31/1994,LYON,1,N,FRANCE,,,,,,,,6/14/1995,,,,,,,,,,,,,,L,N,,
S0462,KEMPF (ROGER) S.A.,1,N,KEMNY,10/31/1994,PARIS,1,N,FRANCE,,,,1/16/1995,,,,01/25/1996 12:00:00 A M,,,,,,,,,,,,,,L,N,,
S0475,CHAMPEIL (JEAN-LOUIS),1,N,CHABX,10/31/1994,"PARIS"" ",1,N,FRANCE,,,,,,,,12/5/1995,,,,,,,,,,,,,,L,N,,
S0486,DUBLY DOUILHET SA,0,N,DUBLYLI,10/31/1994,LILLE,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0502,DEUTSCHE - EQUITIES SA,0,N,DEUTEQUI,10/31/1994,PA RIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0503,S.B.S. VALEURS (FRANCE) S.A.,1,N,SBSVALFR,10/31/1994 12:00:00 A M,PARIS,1,N,FRANCE,,,,,,,,1/16/1997,,," """,,,,,,,,,,,L,N,,
S0504,SGE DELAHAYE,1,N,DELAHAYE,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,6/14/1995,,,,,,,,,,,,,,L,N,,
S0506,PINATTON SOCIETE DE BOURSE S.A.,1,N,PINPA,10/31/1994 12:00:00 A M,PARIS,1,,FRANCE,,,,2/7/2000,,,,03/26/200 1 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
S0507,MORGAN STANLEY S.A. SOC. DE BOURSE,0,N,MSTANLEY,10/31/1994 12:0 0:00 AM,PARIS,,,FRANCE,,,,6/25/2001,,,,,""" ",,,,,,E,,EXTER,,,,S,L,N,,Y
S0515,"WARGNY, SOCIETE DE BOURSE",0,N,WARGNY,10/31/1994,P ARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,," """,,E,,EXTER,,,,S,L,N,,Y
S0518,EUROPEENNE D'INTERM.FINANC.BOURSIER,0,N,EIFB,10/31/1994 12:00:0 0 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0519,B+CAPITAL,0,N,BCAPITAL,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
S0522,BUISSON (JFA) ET CIE,1,N,BUISSPA,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,12/10/1996,,,,,," """,,,,,,,,L,N,,
S0524,UBS SA - ACTIONS,1,N,UBSACTIO,10/31/1994,PARIS,1,,FRANCE,,,,9/15/1997,,,,01/26/1999 12:00:00 A M,,,,,,,,,,,,,,L,N,,
S0525,TRANSBOURSE S.A.,0,N,TBOURSE,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0526,VIA BOURSE,1,N,VIABOUR,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,7/30/1996,,,,,,,,,,,,,,L,N,,
S0527,TUFFIER RAVIER PY & ASSOCIES SA,1,N,TUFFRAV,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,7/30/1996,,,,,,,,,,,,,,L,N,,
S0528,PAREL,0,N,PAREL,10/31/1994,PARIS,1,,"FRANCE"" ",,,,6/25/2001,,,,,,,,,,,E,,EXTER," """,,,S,L,N,,Y
S0529,BANQUE CPR - MARCHE CENTRAL,0,N,CPRMCENT,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,""" ",,,,E,,EXTER,,,,S,L,N,,Y
S0531,HSBC SECURITIES (FRANCE) SA,0,N,HSBCSECS,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,""" ",,,,E,,EXTER,,,,S,L,N,,Y
S0533,COFIBOURSE,1,N,COFIBOUR,10/31/1994,PARIS,1,"N"" ",FRANCE,,,,,,,,6/14/1995,,,,,,,,," """,,,,,L,N,,
S0534,AUREL LEVEN - OBLIGATIONS,0,N,AUREL,10/31/1994,PA RIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0537,BNP PARIBAS EQU.FR/COURCOUX BOUVET,0,N,BNPPARIB,10/31/1994 12:0 0:00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
S0540,NATWEST SECURITIES FRANCE,1,N,NATWSEC,10/31/1994,PARIS,1,,FRANCE,,,,9/15/1997,,,,01/26/1999 12 :00:00 AM,,,,,,,,,,,,,,L,N,,
S0542,CLC BOURSE,1,N,CLCBOURS,10/31/1994,PARIS,1,"N"" ",FRANCE,,,,,,,,8/5/1997,,,,,,,,," """,,,,,L,N,,
S0543,BRAC DE LA PERRIERE (VINCENT) S.A.,1,N,BRACLYON,10/31/1994 12:0 0:00 AM,LYON,1,N,FRANCE,,,,,,,,1/25/1996,,,,,,,,,,,,,,L,N,,
S0545,ABN AMRO SECURITIES FRANCE,0,N,ABNAMRO,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
S0548,DRESDNER KLEINWORT WASSERSTEIN FR.,0,N,DRESDNER,10/31/1994 12:0 0:00 AM,PARIS,1,,FRANCE,,,,7/31/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
S0550,FRANCE COMPENSATION BOURSE -F.C.B.-,0,N,FINPA,10/31/1994 12:00: 00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,," """,,,,,E,,EXTER,,,,S,L,N,,Y
S0551,INTERNATIONALE NEDERLANDEN BOURSE,1,N,INGBOURS,10/31/1994 12:00 :00 AM,PARIS,1,N,FRANCE,,,,,,,,7/30/1996,,,,,,,,,,,,,,L,N,,
S0555,BARCLAYS CAPITAL FRANCE SA-BOURSE,1,N,BARCCAPI,10/31/1994 12:00 :00 AM,PARIS,1,,FRANCE,,,,2/7/2000,,,,11/2 3/2000 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
S0556,MIA,1,N,MIA,10/31/1994,PARIS,1,N,FRANCE,""" ",,,1/25/1996,,,,7/30/1996,,,,,""" ",,,,,,,,,L,N,,
S0557,FIP BOURSE (FIN D'INTERMED ET PLAC),1,N,FIPPARIS,10/31/1994 12: 00:00 AM,PARIS,1,N,FRANCE,,,,,,,,"06/14/1995 12:00:00 AM"" ",,,,,,,,,,,,,,L,N,,
S0558,NR BOURSE,1,N,NRBOURSE,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,6/14/1995,,,,,,,,,,,,,,L,N,,
S0559,EXANE,1,N,EXANE,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,6/14/1995,,,,,,,,,,,""" ",,,L,N,,
S0566,CREDIT AGRICOLE INDOSUEZ CHEUVREUX,1,N,CAIC,10/31/1994,PARIS,1,,FRANCE,,,,2/7/2000,,,,05/02/2 001 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
S0569,BANQUE NOMURA FRANCE,0,N,BQNOMURA,10/31/1994,PARI S,1,,FRANCE,,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
S0570,PHILIPPE (DIDIER) S.A.,1,N,PHILPA,10/31/1994,PARI S,1,N,FRANCE,,,,,,,,2/21/1997,,,,,""" ",,,,,,,,,L,N,,
S0572,"MEESCHAERT, ROUSSELLE S.A.",1,N,MEESPA,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,7/30/1996,,,,,,,,,,,,,,L,N,,
S0574,MARCHES INTER ACTIONS - MIA,1,N,MIAPARIS,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,6/14/1995,,,,,,,,,,,,,,L,N,,
S0577,ING FERRI SA,0,N,INGFERRI,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
S0580,HSBC CCF SECURITIES (FRANCE) SA,0,N,HSBCCCFS,10/31/1994 12:00:0 0 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
S0581,OPPENHEIM PIERSON MELENDES S.A.,1,N,MELEPA,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,7/30/1996,,""" ",,,,,,,,,,,,L,N,,
S0583,DUPONT (GILBERT) SOCIETE DE BOURSE,1,N,DUPGIL,10/31/1994 12:00: 00 AM,LILLE,1,,FRANCE,,,,6/11/1999,,,,07/06 /1999 12:00:00 AM,,,,,,,E,,EXTER,,,,,L,N,,
S0589,DUBUS S.A.,0,N,DUBUS,10/31/1994,LILLE,1,,FR ANCE,,,,6/25/2001,,,,,,,,,,,E,,EX TER,,,,S,L,N,,Y
S0598,CLEARNET OPERATIONS EN COURS ISB,0,N,CLEAOPER,10/31/1994 12:00: 00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,," """,,,,,E,,EXTER,,,,S,L,N,,Y
S0601,JAPAN SECS.CLEARING CORP. JSCC,0,N,JSCCTK,10/31/1994 12:00:00 A M,TOKYO,1,,JAPAN,,,,6/25/2001,,,,,,,""" ",,,,E,,EXTER,,,,S,L,N,,Y
S0606,SEGA INTER SETTLE AG,0,N,SEGAZU,10/31/1994,ZURICH,1,,SWITZERLAND,,,,6/25/2001,,,,,,,,""" ",,,E,,EXTER,,,,S,L,N,,Y
S0607,CLEARSTREAM BANKING AG,0,N,CLEARSTR,10/31/1994,FR ANKFURT,1,,GERMANY,,,,6/25/2001,,,,,,,""" ",,,,E,,EXTER,,,,X,L,N,,Y
S0608,CLEARSTREAM BANKING SA,0,N,CLEARSTR,10/31/1994,LU XEMBOURG,1,,LUXEMBOURG,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
S0610,CAISSE CANADIENNE DEPOT DE VAL CDS,0,N,CDSTOR,10/31/1994 12:00: 00 AM,TORONTO,1,,CANADA,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0614,LONDON OPTION EXCH CLEAR HOUSE LOCH,1,N,LOCHLD,10/31/1994 12:00 :00 AM,LONDON,1,,UNITED KINGDOM,,,,2/7/2000,,""" ",,11/2/2000,,,,,,,E,,EXTER,,,,S,L,N,,
S0620,MONTE TITOLI S.P.A.,0,N,MONTITOL,10/31/1994,MILAN O,1,,ITALY,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
U0003,"DOMINICK & DOMINICK,INCORPORATED",0,N,DOMINC,10/31/1994,NEW YORK,1,,U.S.A.,,,,6/25/2001,,,,,""" ",,,,,,E,,EXTER,,,,S,L,N,,Y
U0006,"SMITH BARNEY, HARRIS UPHAM&CO.,INC.",0,N,SMBHUCO,10/31/1994 12:0 0:00 AM,NEW YORK,1,,U.S.A.,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
U0008,SOCIETE GENERALE SECURITIES CORP.,0,N,SOGESEC,10/31/1994 12:00: 00 AM,NEW YORK,1,,U.S.A.,,,,6/25/2001,,,,," """,,,,,,E,,EXTER,,,,S,L,N,,Y
U0010,BROWN BROTHERS HARRIMAN & CO.,0,N,BRBRHC,10/31/1994,NEW YORK,1,,U.S.A.,,,,6/25/2001,,,,,,""" ",,,,,E,,EXTER,,,,S,L,N,,Y
U0012,SWISS AMERICAN SECURITIES INC.,0,N,SWISSDTC,10/31/1994,NEW YORK,1,,U.S.A.,,,,6/25/2001,,,,,""" ",,,,,,E,,EXTER,,,,S,L,N,,Y
U0031,ARNHOLD AND BLEICHROEDER INC,0,N,ARNHOLD,10/31/1994,NEW YORK,1,,U.S.A.,,,,6/25/2001,,,,,,""" ",,,,,E,,EXTER,,,,S,L,N,,Y
S0259,BONNASSE-LYONNAISE DE BANQUE,1,N,BONNASS,10/31/1994,MARSEILLE,1,N,FRANCE,,,,9/30/1996,,,,07/29 /1997 12:00:00 AM,,,,,,,,,,,,,,L,N,,
S0262,BANQUE VEUVE MORIN-PONS,1,N,BQVEULY,10/31/1994,LY ON,1,N,FRANCE,,,,,,,,7/29/1997,,,,,,,,,,,,,,L,N,,
S0264,BANQUE SAINT OLIVE,0,N,BQSTOL,10/31/1994,LYON,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0265,NATEXIS BANQUES POPULAIRES/Y.MAHE,0,N,NATEXIS,10/31/1994 12:00: 00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,," """,,,,,E,,EXTER,,,,X,L,N,,Y
S0268,CYRIL FINANCE,0,N,OFGPA,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0269,PROMINNOFI - CENTRALE COTATION + CP,1,N,PROMPA,10/31/1994 12:00 :00 AM,PARIS,1,,FRANCE,,,,2/7/2000,,,,"05/1

8/2000 12:00:00 AM",,,,,,,E,,EXTER,,,,S,L,N,,
S0272,SNBE,1,N,SNBE,10/31/1994,PARIS,1,N,FRANCE," """,,,,,,,1/25/1996,,,,,,,,,,,,,,L,N,,
S0273,BANQUE D'ORSAY,0,N,ORSAY,10/31/1994,PARIS,1,""" ",FRANCE,,,,6/25/2001,,,,,,,,,,,E,""" ",EXTER,,,,S,L,N,,Y
S0275,BNP FINANCE,1,N,NATIO,10/31/1994,PARIS,1,,F RANCE,,,,2/7/2000,,,,9/29/2000,,""" ",,,,,E,,EXTER,,,,S,L,N,,
S0277,DAIWA EUROPE (FRANCE) S.A.,1,N,DAIWA,10/31/1994,P ARIS,1,,FRANCE,,,,9/15/1997,,,,05/06/1999 12: 00:00 AM,,,,,,,,,,,,,,L,N,,
S0278,CREDIT MUNICIPAL DE PARIS,0,N,CMPA,10/31/1994,PAR IS,1,,FRANCE,,,,6/25/2001,,,,,,,,,""" ",,E,,EXTER,,,,S,L,N,,Y
S0279,UNION PARISIENNE DE GESTION,1,N,UPG,10/31/1994,PA RIS,1,N,FRANCE,,,,,,,,6/14/1995,,,,," """,,,,,,,,,L,N,,
S0280,COMPTOIR DES ENTREPRENEURS,1,N,COMPE,10/31/1994,P ARIS,1,,FRANCE,,,,2/7/2000,,,,03/29/2000 12: 00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
S0284,HSBC SECURITIES CONTREPARTIES S.A.,1,N,HSBCCONT,07/10/1998 12:0 0:00 AM,PARIS,,,FRANCE,,,,2/7/2000,,,,03/2 9/2000 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
S0285,BQUE DE FIN.& DE TRESORERIE BFT,0,N,BFT,"10/31/1994 12:00:00 AM"" ",PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,," """,,,E,,EXTER,,,,S,L,N,,Y
S0286,BANK OF TOKYO-MITSUBISHI (FRANCE)SA,0,N,BKTOKMIT,10/31/1994 12: 00:00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,," """,,,,,,E,,EXTER,,,,S,L,N,,Y
S0287,GRAMONT CONTREPARTIE OPTIONS,0,N,GRAOPT,"10/31/1994 12:00:00 AM"" ",PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,," """,,,E,,EXTER,,,,S,L,N,,Y
S0289,ENTENIAL,0,N,ENTENIAL,10/31/1994,PARIS,1,,F RANCE,,,,6/25/2001,,,,,,,,,,,E,,E XTER,,,,X,L,N,,Y
S0290,SOCIETE DE BANQUE DE L'ORLEANAIS,0,N,SBO,10/31/1994,ORLEANS,1,,FRANCE,,,,6/25/2001,,,,,,," """,,,,E,,EXTER,,,,S,L,N,,Y
S0296,BANQUE HARWANNE,0,N,BQHAR,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0297,ALTER FINANCE,0,N,ALTERFIN,10/31/1994,PARIS,1," """,FRANCE,,,,6/25/2001,,,,,,,,,,,E," """,EXTER,,,,S,L,N,,Y
S0300,CLEARNET NNN,0,N,CLEARNET,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0351,FINANCIERE ATLAS,0,N,FINAT,10/31/1994,PARIS,1," """,FRANCE,,,,6/25/2001,,,,,,,,,,,E," """,EXTER,,,,S,L,N,,Y
S0353,L'LIONE FINANCE,1,N,LIONE,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,3/28/1997,,,,,,,,,,,,,,L,N,,
S0356,FINANCIERE D'UZES,0,N,FINUZES,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0357,VEGA FINANCE,0,N,VEGAFIN,10/31/1994,PARIS,1,""" ",FRANCE,,,,6/25/2001,,,,,,,,,,,E,,,,,,,,,,
,EXTER,,,,S,L,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
S0359,PALLAS MONACO,1,N,PALLASMC,10/31/1994,MONACO,"1"" ",N,MONACO,,,,,,,,7/30/1996,,,,,,,""" ",,,,,,,L,N,,
S0367,SOCIETE FINANCIERE DE BANQUE SOFIB,0,N,SOFIB,10/31/1994 12:00:0 0 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0371,BANQUE FINAMA,0,N,BQFINAMA,10/31/1994,PARIS,1," """,FRANCE,,,,6/25/2001,,,,,,,,,,,E," """,EXTER,,,,X,L,N,,Y
S0372,CREDIT SUISSE (FRANCE),1,N,CSFRPAR,10/31/1994,PAR IS,1,,FRANCE,,,,9/15/1997,,,,06/09/1998 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
S0374,CAISSE CENTRALE CRED.MUNIC. GRIFFIN,1,N,GRIFFIN,10/31/1994 12:0 0:00 AM,PARIS,1,N,FRANCE,,,,,,,,1/16/1995," """,,,,,,,,,,,,,L,N,,
S0375,EPARGNE ACTUELLE FINANCE,0,N,EPACTFIN,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,""" ",,,E,,EXTER,,,,S,L,N,,Y
S0376,CAISSE FEDERALE DU CRED MUT C-E EUR,0,N,CFCMC-E,10/31/1994 12:0 0:00 AM,STRASBOURG,1,,FRANCE,,,,6/25/2001,,,""" ",,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0377,KUWAITI FRENCH BANK,1,N,KWTFREBK,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,1/16/1995,,,,,," """,,,,,,,,L,N,,
S0379,CREDIT LYONNAIS -ACTIF-,1,N,CLACITF,10/31/1994,PA RIS,1,,FRANCE,,,,9/15/1997,,,,07/10/1998 12:0 0:00 AM,,,,,,,,,,,,,,L,N,,
S0163,BQUE COMMERCIALE&DE GESTION RIVAUD,0,N,BCGRIVAU,10/31/1994 12:0 0:00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0166,OFIVM,0,N,OFIVM,10/31/1994,PARIS,1,,"FRANCE"" ",,,,6/25/2001,,,,,,,,,,,E,,EXTER," """,,,S,L,N,,Y
S0170,BANQUE VERNES ARTESIA,0,N,BICM,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0171,BARCLAYS BANK PLC,0,N,BARCPLC,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0174,SOGIP BANQUE - SOC GERANCE INT PRIV,0,N,SOGIP,10/31/1994 12:00: 00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,," """,,,,,E,,EXTER,,,,S,L,N,,Y
S0175,BANQUE CPR - CLIENTELE,1,N,CPRCLIEN,10/31/1994,PA RIS,1,,FRANCE,,,,6/11/1999,,,,07/06/1999 12:0 0:00 AM,,,,,,,E,,EXTER,,,,,L,N,,
S0178,SOC. FIN. DEPOTS+PLACEMENTS SOFIDEP,1,N,SOFIDEP,10/31/1994 12:0 0:00 AM,PARIS,1,N,FRANCE,,,,,,,,7/29/1997," """,,,,,,,,,,,,,L,N,,
S0180,CAISSE D'EP ET PREVOY ILE-DE-FRANCE,0,N,ILEDEFR,10/31/1994 12:0 0:00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0183,UNION DE GARANTIE ET DE PLACEMENT,0,N,UGP,10/31/1994 12:00:00 A M,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0186,CITIBANK INTERNATIONAL PLC/CUSTODY,0,N,CITIBKIN,10/31/1994 12:0 0:00 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
S0190,CIE FIN.ED.DE ROTHSCHILD BQ (LA),0,N,CFEROTH,10/31/1994 12:00:0 0 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0192,BANQUE WORMS,0,N,BQUEWORM,1/26/2001,PUTEAUX,," """,FRANCE,,,,6/25/2001,,,,,,,,,,,E," """,EXTER,,,,X,L,N,,Y
S0194,YAMAICHI FRANCE S.A.,1,N,YAMAICHI,10/31/1994,PARI S,1,,FRANCE,,,,9/15/1997,,,,01/05/1998 12:00: 00 AM,,,,,,,,,,,,,,L,N,,
S0195,BANQUE MONETAIRE ET FINANCIERE,0,N,BMF,10/31/1994,NOISIEL,1,,FRANCE,,,,6/25/2001,,,,,,,""" ",,,,E,,EXTER,,,,S,L,N,,Y
S0197,BQ REGIONALE ESCOMPTE & DEPOTS BRED,0,N,BRED,10/31/1994 12:00:0 0 AM,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0198,AUREL FINANCE,1,N,FRANCCP,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,9/30/1996,,,,,,,,,,,,,,L,N,,
S0201,BANQUE CORTAL,0,N,BCORTAL,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0202,BANQUE DE BRETAGNE,0,N,BBRET,10/31/1994,RENNES,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0205,BANQUE S.G. WARBURG,1,N,BQSGWARB,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,4/3/1996,,,,,," """,,,,,,,,L,N,,
S0208,TRANSOPTIONS FINANCE S.A.,0,N,TROPTFIN,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0210,BANQUE FINANCIERE CARDIF,0,N,FIDIF,10/31/1994,PAR IS,1,,FRANCE,,,,6/25/2001,,,,,,,,,""" ",,E,,EXTER,,,,S,L,N,,Y
S0211,BANQUE PELLETIER,1,N,BQPELLE,10/31/1994,DAX,1," """,FRANCE,,,,6/25/2001,,,,7/31/2001," """,,,,,,E,,EXTER,,,,S,L,N,,Y
S0213,BANQUE DUMENIL LEBLE,0,N,BPIA,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0216,BANQUE POPULAIRE DE LORRAINE,0,N,BPOPLOR,10/31/1994,METZ,1,,FRANCE,,,,6/25/2001,,,,,,,," """,,,E,,EXTER,,,,S,L,N,,Y
S0217,GRAMONT CONTREPARTIE S.A.,1,N,GRAMONT,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,8/5/1997,,,,,,,,,,,,,,L,N,,
S0219,ROTHSCHILD & CIE BANQUE,0,N,ROTHCIE,10/31/1994,PA RIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0220,ROCHEFORT-FINANCES,1,N,ROCHFIN,10/31/1994,PARIS,1,N,FRANCE,,,,,,,,1/16/1997,,,,,,""" ",,,,,,,,L,N,,
S0225,KBL FRANCE,0,N,KBLFRANC,10/31/1994,PARIS,1,,FRANCE,,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
S0229,CREDIT FONCIER DE MONACO,0,N,CFM,10/31/1994,MONAC O,1,,MONACO,,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
S0230,BANQUE COURTOIS,1,N,BCOURTOI,10/31/1994,"TOULOUSE"" ",1,N,FRANCE,,,,,,,,11/7/1994,,,,,,,,,,,,,,L,N,,
